"355670 VINHEDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;3;-;-;1;-;12
"355700 VOTORANTIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6;4;3;5;2;-;26
"355710 VOTUPORANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;32;14;7;22;31;10;135
"Total";3;1;1;1;1;1;1;2;1;3;1;5;5;9;150;7811;6707;2591;2313;5167;6767;1585;33126
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
  Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
  Para tabular dados epidemiológicos de um determinado ano selecione na 'Linha' a variável de interesse; na 'Coluna' Ano dos 1ºs sintomas; em
 'Períodos Disponíveis' assinale o ano inicial da série e todos os posteriores até o ano atual (p/ incluir casos notificados com atraso); e em 'Seleções
  Disponíveis' assinale os anos dos 1ºs sintomas de interesse para análise e as demais variáveis para os filtros de interesse (ex: UF de residência, faixa
  etária, etiologia, etc.)
  Para cálculo da incidência utilize locais de residência.
  Dados de 2007 e 2008 atualizados em 02/07/2012.
  Dados de 2009 atualizados em 06/09/2020.
  Dados de 2010 atualizados em 04/11/2013.
  Dados de 2011 atualizados em 29/08/2014.
  Dados de 2012 atualizados em 01/06/2015.
  Dados de 2013 atualizados em 18/12/2017.
  Dados de 2014 atualizados em 17/12/2018.
  Dados de 2015 atualizados em 26/11/2018.
  Dados de 2016 atualizados em 16/09/2019.
  Dados de 2017 atualizados em 24/04/2020.
  Dados de 2018 atualizados em 22/08/2022.
  Dados de 2019 atualizados em 16/06/2023, dados sujeitos à revisão.
  Dados de 2020 atualizados em 25/01/2024, dados sujeitos à revisão.
  Dados de 2021 atualizados em 04/01/2024, dados sujeitos à revisão.
  Dados de 2022 atualizados em 04/03/2024, dados sujeitos à revisão.
  Dados de 2023 atualizados em 17/04/2024, dados sujeitos à revisão.
  Dados de 2024 atualizados em 28/06/2024, dados sujeitos à revisão.
  Dados a partir de 2020 do Espírito Santo não estão disponíveis neste sistema, pois são oriundos do Sistema de Informação e-SUS VS, em uso pelo estado desde
 janeiro de 2020.
 *Dados disponibilizados no TABNET em julho de 2024.
 
